# epoch total_loss train_loss test_loss first_derivative second_derivative amplitude gradient_norm learning_rate elapsed_seconds
1.1700000000e+02 4.0936802862e-07 4.0892256237e-07 9.6019773564e-08 3.3087679848e-07 7.3981943950e-09 4.0607510631e-05 1.6763452360e-06 2.0000000000e-02 8.0428644909e+01
1.1800000000e+02 3.9935518099e-07 3.9890706078e-07 9.1148984520e-08 3.3216817834e-07 7.5305909478e-09 4.0646121535e-05 1.6221566262e-06 2.0000000000e-02 8.1075422475e+01
1.1900000000e+02 3.8979529703e-07 3.8934447799e-07 8.6615014094e-08 3.3348735693e-07 7.6646674532e-09 4.0685013972e-05 1.5691093166e-06 2.0000000000e-02 8.0682161038e+01
1.2000000000e+02 3.8068160136e-07 3.8022803821e-07 8.2389207326e-08 3.3483562458e-07 7.8003370674e-09 4.0724153428e-05 1.5187973629e-06 2.0000000000e-02 8.1217970881e+01
1.2100000000e+02 3.7198749385e-07 3.7153114006e-07 7.8441407381e-08 3.3621483054e-07 7.9375423586e-09 4.0763538798e-05 1.4665913604e-06 2.0000000000e-02 8.0243605419e+01
1.2200000000e+02 3.6371136386e-07 3.6325217252e-07 7.4756190563e-08 3.3762598831e-07 8.0762247076e-09 4.0803106310e-05 1.4227227560e-06 2.0000000000e-02 8.0736482529e+01
1.2300000000e+02 3.5580479746e-07 3.5534272114e-07 7.1330312104e-08 3.3907037167e-07 8.2163095683e-09 4.0842852380e-05 1.3766462772e-06 2.0000000000e-02 8.1009554261e+01
1.2400000000e+02 3.4823050148e-07 3.4776549186e-07 6.8095972605e-08 3.4054928062e-07 8.3577621788e-09 4.0882726974e-05 1.3337590156e-06 2.0000000000e-02 8.0586739026e+01
1.2500000000e+02 3.4101052591e-07 3.4054253599e-07 6.5066357364e-08 3.4206281859e-07 8.5004452813e-09 4.0922652048e-05 1.2951465131e-06 2.0000000000e-02 8.0602638352e+01
1.2600000000e+02 3.3408200442e-07 3.3361098734e-07 6.2240006263e-08 3.4361151648e-07 8.6442935199e-09 4.0962620395e-05 1.2524532222e-06 2.0000000000e-02 8.0584420747e+01
